n_iter,feedin_atnode_loss_kW,feedin_atnode_taken_kW,demand_atnode_kW,feedin_atnode_kW,TotalPower,n_EGID_pvinst,ratio_EGID_pvinst,scen
2,0.0,23976448.410027098,190771032.13584173,23976448.410027098,12809.070075420499,788,0.06883673984355286,pvalloc_29nbfs_LRG2_max
3,0.0,34156480.70798727,185875556.05792683,34156480.70798727,15568.006733476728,1149,0.12682311380267475,pvalloc_29nbfs_LRG2_max
4,0.0,46575365.42603508,179869650.14147002,46575365.42603508,18326.66002964337,1493,0.2021700731768862,pvalloc_29nbfs_LRG2_max
5,218.51668671929815,61379434.90364092,173419726.61028153,61379653.42032763,21133.672730449354,1826,0.2943224829674489,pvalloc_29nbfs_LRG2_max
6,25254.165490454157,79501028.97010666,167304634.94866264,79526283.13559712,23956.25208444311,2345,0.4126671713348473,pvalloc_29nbfs_LRG2_max
7,205518.08921641824,101685543.92304856,161676139.75719827,101891062.01226498,26819.19331715289,2881,0.5580620741862226,pvalloc_29nbfs_LRG2_max
8,1449827.4064661874,125971850.18977545,156300780.47211593,127421677.59624165,30471.235556049473,3372,0.7282361847085541,pvalloc_29nbfs_LRG2_max
9,4381376.083250564,150622139.85651085,150965834.05079785,155003515.9397614,34163.30804472644,4127,0.9365127428715619,pvalloc_29nbfs_LRG2_max
10,9010982.504179318,171606839.48448634,145376683.11686724,180617821.98866564,10241.159945524014,1258,1.0,pvalloc_29nbfs_LRG2_max
11,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
12,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
13,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
14,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
15,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
16,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
17,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
18,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
19,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
20,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
21,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
22,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
23,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
24,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
25,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
26,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
27,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
28,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
29,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
30,10278028.733498503,175035260.3886861,143906348.9562406,185313289.1221846,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
1,0.0,15683393.108458739,196046866.6249545,15683393.108458739,11528.974468691677,577,0.02911935402472874,pvalloc_29nbfs_LRG2_max_1hll
2,0.0,23990110.670426086,190755071.71955213,23990110.670426086,12806.981302316768,789,0.0689376734796871,pvalloc_29nbfs_LRG2_max_1hll
3,0.0,34156517.7133825,185852371.79488117,34156517.7133825,15553.652920967435,1147,0.12682311380267475,pvalloc_29nbfs_LRG2_max_1hll
4,0.0,46565087.12650654,179864806.55883816,46565087.12650654,18331.66124649492,1494,0.20222053999495332,pvalloc_29nbfs_LRG2_max_1hll
5,222.10647834974372,61389644.56537789,173417084.30705506,61389866.67185624,21130.844711543916,1827,0.2944234166035831,pvalloc_29nbfs_LRG2_max_1hll
6,13929.455074261867,79488824.21281062,167293732.44581333,79502753.66788489,23958.57128591851,2347,0.4128690386071158,pvalloc_29nbfs_LRG2_max_1hll
7,68937.82166491402,101790248.14253786,161703041.01933894,101859185.96420278,26813.92225547257,2925,0.5604844814534443,pvalloc_29nbfs_LRG2_max_1hll
8,314091.9892155399,126969925.1916717,156489599.49078727,127284017.18088722,30477.20207785537,3587,0.7415089578602069,pvalloc_29nbfs_LRG2_max_1hll
9,742516.5216673778,151611007.13097715,151519478.6684637,152353523.65264454,5397.212370103781,636,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
10,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
11,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
12,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
13,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
14,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
15,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
16,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
17,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
18,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
19,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
20,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
21,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
22,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
23,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
24,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
25,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
26,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
27,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
28,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
29,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
30,743624.7731380388,154111261.72194564,150754166.3489504,154854886.4950837,0.0,0,0.7736058541508958,pvalloc_29nbfs_LRG2_max_1hll
1,0.0,15683361.05241115,196046875.54494625,15683361.05241115,23038.25529872175,1283,0.06474892758011608,pvalloc_29nbfs_LRG2_max_epzb1
2,0.0,33081475.997260556,186315846.2563171,33081475.997260556,25612.42654561052,1939,0.16260408781226343,pvalloc_29nbfs_LRG2_max_epzb1
3,17.341907508584086,53676546.29297546,176691489.33057356,53676563.63488298,31100.03964536537,2651,0.29639162250820084,pvalloc_29nbfs_LRG2_max_epzb1
4,26694.08741501726,79842298.05326515,167176191.00884095,79868992.14068018,36653.19912546202,3681,0.4821599798132728,pvalloc_29nbfs_LRG2_max_epzb1
5,645768.3409374,113697777.5632706,158946214.8249673,114343545.90420799,42252.52203133127,4652,0.716931617461519,pvalloc_29nbfs_LRG2_max_epzb1
6,4106340.5353736356,149226923.11900452,151295767.79183602,153333263.65437818,41041.47569146862,5001,0.9693161746151905,pvalloc_29nbfs_LRG2_max_epzb1
7,9824718.078549584,173383424.88921258,144626441.904967,183208142.96776217,5317.097839239262,608,1.0,pvalloc_29nbfs_LRG2_max_epzb1
8,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
9,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
10,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
11,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
12,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
13,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
14,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
15,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
16,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
17,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
18,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
19,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
20,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
21,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
22,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
23,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
24,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
25,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
26,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
27,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
28,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
29,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
30,10281663.095625263,175041578.7690149,143902130.8695337,185323241.86464012,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb1
1,0.0,15683393.10845874,196046866.6249545,15683393.10845874,6448.450995482722,296,0.014938178147867777,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
2,0.0,20013417.37035662,192856579.30225617,20013417.37035662,7094.355630064785,401,0.035175372192783244,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
3,0.0,25513436.15409273,189909315.96372348,25513436.15409273,7793.634639262232,481,0.05944991168306838,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
4,0.0,31698926.176888365,186913122.14074343,31698926.176888365,8576.94769203865,571,0.0882664647993944,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
5,0.0,38623800.48699484,183750253.2131506,38623800.48699484,9436.244407574253,724,0.1248044410799899,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
6,0.0,46142536.863828234,180056461.53853092,46142536.863828234,10377.620371917496,834,0.1668937673479687,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
7,16.341682021150575,54507656.60275213,176304337.81967786,54507672.94443414,11416.22962494762,943,0.21448397678526368,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
8,463.35053469055583,63828301.13348264,172500696.5677329,63828764.484017335,12554.045168685781,1086,0.26929094120615693,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
9,9236.721413961648,74572875.71116686,168807838.14306957,74582112.43258083,13806.617616334037,1249,0.33232399697199094,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
10,53966.36564812459,86900969.40513553,165279765.22861195,86954935.77078365,15191.120570432955,1525,0.4092858945243502,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
11,195484.948118653,101064362.67923595,161796518.42660907,101259847.6273546,16706.55036347128,1770,0.49861216250315415,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
12,777482.7836031022,116428179.90361157,158349582.38836193,117205662.68721467,18369.688059151238,2023,0.6007065354529397,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
13,1964378.4500617068,132594889.70420966,154894436.0602422,134559268.15427136,20205.67832970021,2226,0.7130456724703508,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
14,4015916.037631027,148712739.84742615,151410053.87248522,152728655.88505718,22226.1377642611,2637,0.8461266717133484,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
15,6824515.13382842,164337621.01485458,147741067.1176142,171162136.14868298,24451.79873552312,3020,0.9985364622760535,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
16,10280481.974214975,174979226.78098106,143958627.80890113,185259708.75519603,358.1374707485848,29,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
17,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
18,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
19,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
20,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
21,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
22,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
23,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
24,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
25,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
26,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
27,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
28,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
29,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
30,10282774.88803856,175040387.20591643,143902395.32097748,185323162.093955,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_1
1,0.0,15675905.882892422,196047987.64889005,15675905.882892422,7032.9425809817985,327,0.016502649507948525,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
2,0.0,20467815.985101275,192611788.51312834,20467815.985101275,8435.245366621244,485,0.04097905627050215,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
3,0.0,27046129.002190262,189169539.4545069,27046129.002190262,10113.502632233301,635,0.0730254857431239,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
4,0.0,35139236.877154686,185399275.8745308,35139236.877154686,12150.530066092795,900,0.11844562200353267,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
5,0.0,44821099.5678059,180655940.03661034,44821099.5678059,14568.201853215454,1179,0.1779460005046682,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
6,16.258569732318733,56553239.673479885,175359565.1062227,56553255.93204962,17474.625461039956,1467,0.2519808226091345,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
7,3851.507452969773,71202030.47974405,169929389.21201408,71205881.98719703,20973.500146215483,1905,0.34812011102699975,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
8,76719.20799924851,89884214.46651463,164510723.14125592,89960933.67451389,25166.082209352073,2604,0.4795357052737825,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
9,627191.9126277261,113261651.63372263,159050893.8405059,113888843.54635036,30199.856362486502,3307,0.6464294726217512,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
10,2696178.1721690707,139458259.16297784,153415631.20670927,142154437.3351469,36239.1270305685,4204,0.8585919757759273,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
11,7154274.502592308,165553529.76271796,147386690.26325306,172707804.2653103,22647.54614394224,2802,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
12,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
13,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
14,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
15,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
16,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
17,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
18,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
19,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
20,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
21,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
22,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
23,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
24,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
25,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
26,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
27,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
28,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
29,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
30,10281887.962396944,175034791.20145857,143902724.43029863,185316679.16385552,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_2
1,0.0,15683393.108458739,196046866.6249545,15683393.108458739,7609.113516790802,357,0.01801665404996215,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_3
2,0.0,20925076.328344643,192376793.9309792,20925076.328344643,9907.380915630658,577,0.04713600807469089,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_3
3,0.0,28687524.45165814,188408826.8325803,28687524.45165814,12858.40384478418,849,0.08998233661367651,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_3
4,0.0,38988262.023278594,183563953.7792754,38988262.023278594,16725.361061429718,1309,0.15604340146353773,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_3
5,16.536751343181493,52413572.57033312,177256241.11005703,52413589.10708447,21729.391922404535,1818,0.24779207670956346,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_3
6,3883.085490621822,70369684.87143962,170194398.2985644,70373567.95693024,28252.760983633918,2623,0.3801665404996215,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_3
7,132098.8086863965,95830324.4641772,163056124.2386594,95962423.27286361,36725.121755769826,3934,0.578703002775675,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_3
8,1671222.306698932,129234175.41233619,155623536.58966988,130905397.71903513,43760.95214458445,5001,0.8310875599293465,pvalloc_29nbfs_LRG2_max_histcnstrcapgr0_3
