n_iter,feedin_atnode_loss_kW,feedin_atnode_taken_kW,demand_atnode_kW,feedin_atnode_kW,TotalPower,n_EGID_pvinst,ratio_EGID_pvinst,scen
25,8093940.1165587185,166114496.59565228,144574489.42534044,174208436.71221098,0.0,0,1.0,pvalloc_LRG3_max_gridoptim
26,8093940.1165587185,166114496.59565228,144574489.42534044,174208436.71221098,0.0,0,1.0,pvalloc_LRG3_max_gridoptim
27,8093940.1165587185,166114496.59565228,144574489.42534044,174208436.71221098,0.0,0,1.0,pvalloc_LRG3_max_gridoptim
28,8093940.1165587185,166114496.59565228,144574489.42534044,174208436.71221098,0.0,0,1.0,pvalloc_LRG3_max_gridoptim
29,8093940.1165587185,166114496.59565228,144574489.42534044,174208436.71221098,0.0,0,1.0,pvalloc_LRG3_max_gridoptim
30,8093940.1165587185,166114496.59565228,144574489.42534044,174208436.71221098,0.0,0,1.0,pvalloc_LRG3_max_gridoptim
1,0.0,15683393.108458739,196046866.6249545,15683393.108458739,4933.2135815624015,304,0.015341912692404744,pvalloc_LRG3_max_hist01
2,0.0,18823024.477919064,193571720.46952936,18823024.477919064,5425.049969994004,380,0.03451930355791068,pvalloc_LRG3_max_hist01
3,0.0,22919060.032313485,191474480.71611947,22919060.032313485,5960.512135106677,449,0.057178904870047946,pvalloc_LRG3_max_hist01
4,0.0,27496217.0557793,189331899.50481194,27496217.0557793,6555.426508107995,518,0.08332071662881656,pvalloc_LRG3_max_hist01
5,0.0,32583069.188768532,187061756.37950265,32583069.188768532,7212.180592409251,594,0.11329800656068635,pvalloc_LRG3_max_hist01
6,0.0,38230163.306395605,184587438.09606144,38230163.306395605,7947.897631155015,661,0.14665657330305323,pvalloc_LRG3_max_hist01
7,0.0,44501279.88342582,181797796.18431106,44501279.88342582,8726.310387951758,770,0.18551602321473631,pvalloc_LRG3_max_hist01
8,0.0,51478614.863901064,178951595.8690188,51478614.863901064,9595.933560151707,856,0.22871561948019178,pvalloc_LRG3_max_hist01
9,0.7353812666737554,59116949.82015149,175804428.82605225,59116950.55553275,10566.270275178631,1018,0.2800908402725208,pvalloc_LRG3_max_hist01
10,1569.480317373367,67604992.6564955,172483775.40736464,67606562.13681287,11618.327532138066,1125,0.3368660105980318,pvalloc_LRG3_max_hist01
11,14216.384019285735,77064650.74388425,169028815.56875092,77078867.12790352,12775.783240539567,1296,0.4022710068130204,pvalloc_LRG3_max_hist01
12,47804.983645403874,87596888.87893698,165453356.5116634,87644693.86258239,14055.910247473457,1440,0.4749432248296745,pvalloc_LRG3_max_hist01
13,144186.72108050087,99010985.8944081,161684296.28184485,99155172.61548863,15458.932427945076,1684,0.559929346454706,pvalloc_LRG3_max_hist01
14,419722.7734161045,111773510.37069023,158089959.89707887,112193233.14410631,17006.374491845283,1963,0.6589957103204643,pvalloc_LRG3_max_hist01
15,1184789.1531030978,125684345.90008897,154653969.28208733,126869135.05319208,18706.54639881341,2248,0.772445117335352,pvalloc_LRG3_max_hist01
16,2812457.7633692464,140387224.59700796,151139150.1502032,143199682.36037722,20569.93186149901,2523,0.899772899318698,pvalloc_LRG3_max_hist01
17,5564235.7428574925,155185088.31182027,147431787.19241384,160749324.05467775,15946.594632610006,1910,0.9961645218268989,pvalloc_LRG3_max_hist01
18,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
19,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
20,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
21,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
22,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
23,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
24,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
25,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
26,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
27,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
28,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
29,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
30,8052228.562344961,165960950.36364818,144650893.26956677,174013178.92599314,0.0,0,0.9961645218268989,pvalloc_LRG3_max_hist01
1,0.0,15683393.10845874,196046866.62495452,15683393.10845874,5721.118754130928,366,0.01847085541256624,pvalloc_LRG3_max_nokev
2,0.0,19369295.33542639,193087545.6817973,19369295.33542639,7302.239701533046,506,0.0440070653545294,pvalloc_LRG3_max_nokev
3,0.0,24906892.52715357,190125501.02541712,24906892.52715357,9290.597623544714,731,0.08089830936159476,pvalloc_LRG3_max_nokev
4,0.0,32043350.58483916,186452460.89328262,32043350.58483916,11802.44115864944,944,0.12853898561695684,pvalloc_LRG3_max_nokev
5,0.0,41306480.526266806,182152942.00237668,41306480.526266806,14942.51002693911,1297,0.1939944486500126,pvalloc_LRG3_max_nokev
6,0.0,53239288.48811279,176849850.08543798,53239288.48811279,18858.807159364795,1679,0.27872823618470854,pvalloc_LRG3_max_nokev
7,209.92615324914988,68621034.47289905,170594867.84439528,68621244.39905229,23693.522182123164,2257,0.39263184456220035,pvalloc_LRG3_max_nokev
8,39053.851626530595,88721912.09875257,163596473.33772135,88760965.9503791,29592.55612127059,3190,0.5536209941963159,pvalloc_LRG3_max_nokev
9,656601.6680195513,115517535.71731518,156798001.77368,116174137.38533475,21447.197929929698,2477,0.6786273025485743,pvalloc_LRG3_max_nokev
10,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
11,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
12,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
13,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
14,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
15,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
16,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
17,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
18,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
19,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
20,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
21,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
22,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
23,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
24,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
25,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
26,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
27,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
28,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
29,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
30,2176009.536625162,134296237.20103365,152546694.57713652,136472246.73765886,0.0,0,0.6786273025485743,pvalloc_LRG3_max_nokev
1,0.0,15683393.10845874,196046866.6249545,15683393.10845874,5737.860692077028,361,0.018218521322230632,pvalloc_LRG3_max_pksh
2,0.0,19462030.781916693,193297394.87247363,19462030.781916693,7299.654254495994,511,0.0440070653545294,pvalloc_LRG3_max_pksh
3,0.0,24989817.708847966,190553175.48334217,24989817.708847966,9287.248715889873,720,0.08034317436285643,pvalloc_LRG3_max_pksh
4,0.0,32135738.39205686,187212543.1304691,32135738.39205686,11794.322716166404,990,0.13030532424930608,pvalloc_LRG3_max_pksh
5,0.0,41390128.19510344,183221047.53827804,41390128.19510344,14946.309393699268,1323,0.19707292455210698,pvalloc_LRG3_max_pksh
6,0.0,53328205.27281103,178274308.58529678,53328205.27281103,18861.932685121552,1761,0.28594499116830685,pvalloc_LRG3_max_pksh
7,150.3662701984763,68257469.31646457,172309448.73922995,68257619.68273476,23691.10334169882,2362,0.40514761544284633,pvalloc_LRG3_max_pksh
8,25287.692250345757,87471044.6532088,165514872.88353583,87496332.34545915,29597.94970341477,3110,0.5620994196315923,pvalloc_LRG3_max_pksh
9,132923.6699324059,110224783.80064629,157997455.63790324,110357707.4705787,36729.95155299208,4333,0.780772142316427,pvalloc_LRG3_max_pksh
10,760146.7928145658,137274443.1177754,150911060.09107655,138034589.91059,34993.61695721066,4254,0.9954579863739591,pvalloc_LRG3_max_pksh
11,1777645.017615621,159065287.29954356,144660440.62708184,160842932.31715918,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
12,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
13,1155959.2160736676,157940838.22119126,144660440.62708184,159096797.43726495,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
14,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
15,1155959.2160736676,157940838.22119126,144660440.62708184,159096797.43726495,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
16,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
17,1155959.2160736676,157940838.22119126,144660440.62708184,159096797.43726495,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
18,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
19,1155959.2160736676,157940838.22119126,144660440.62708184,159096797.43726495,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
20,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
21,1155959.2160736676,157940838.22119126,144660440.62708184,159096797.43726495,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
22,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
23,1155959.2160736676,157940838.22119126,144660440.62708184,159096797.43726495,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
24,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
25,1155959.2160736676,157940838.22119126,144660440.62708184,159096797.43726495,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
26,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
27,1155959.2160736676,157940838.22119126,144660440.62708184,159096797.43726495,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
28,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
29,1155959.2160736676,157940838.22119126,144660440.62708184,159096797.43726495,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
30,1155959.2160736676,156208949.257972,144660440.62708184,157364908.47404566,0.0,0,0.9954579863739591,pvalloc_LRG3_max_pksh
1,0.0,15683393.10845874,196046866.6249545,15683393.10845874,5725.035027532374,373,0.018824123139036083,pvalloc_LRG3_max_sAs4p0
2,0.0,19468390.69167451,193325926.28413743,19468390.69167451,7296.614457381457,513,0.04471360080746909,pvalloc_LRG3_max_sAs4p0
3,0.0,25098847.846768342,190584983.83501723,25098847.846768342,9289.008069266187,719,0.080999242997729,pvalloc_LRG3_max_sAs4p0
4,0.0,32284015.609783363,187295264.2757439,32284015.609783363,11796.151540063456,983,0.1306081251577088,pvalloc_LRG3_max_sAs4p0
5,0.0,41581905.50979404,183299052.19930035,41581905.50979404,14945.34818706647,1288,0.19560938682816048,pvalloc_LRG3_max_sAs4p0
6,0.0,53298993.27917893,178205205.77997276,53298993.27917893,18851.83528037327,1770,0.2849356548069644,pvalloc_LRG3_max_sAs4p0
7,2560.5780024921046,68496442.04797257,172354791.404754,68499002.62597507,23684.96081875155,2371,0.404592480444108,pvalloc_LRG3_max_sAs4p0
8,48040.47601245883,87781565.20176598,165631454.86159712,87829605.67777844,29598.894288793024,3159,0.5640171587181428,pvalloc_LRG3_max_sAs4p0
9,388623.3400309585,111998582.16475493,158141022.27125147,112387205.5047859,36725.49740624314,4328,0.7824375473126419,pvalloc_LRG3_max_sAs4p0
10,2932719.812315705,141406197.6117518,151044082.03851175,144338917.4240675,34800.89485335106,4189,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
11,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
12,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
13,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
14,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
15,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
16,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
17,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
18,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
19,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
20,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
21,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
22,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
23,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
24,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
25,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
26,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
27,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
28,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
29,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
30,8048637.462751571,165849789.8115464,144699124.09526253,173898427.27429795,0.0,0,0.9938430481958113,pvalloc_LRG3_max_sAs4p0
1,0.0,15683393.10845874,196046866.6249545,15683393.10845874,5725.332385025681,370,0.018672722684834723,pvalloc_LRG3_max_sAs6p0
2,0.0,19362610.528163347,193264466.1606905,19362610.528163347,7296.489356782965,542,0.04602573807721423,pvalloc_LRG3_max_sAs6p0
3,0.0,24925134.69449837,190543151.61508134,24925134.69449837,9287.881940379342,684,0.08054504163512491,pvalloc_LRG3_max_sAs6p0
4,0.0,32149850.091615483,187281702.98492134,32149850.091615483,11797.652250894698,993,0.13065859197577592,pvalloc_LRG3_max_sAs6p0
5,0.0,41443471.389159285,183316544.45053917,41443471.389159285,14938.557156464967,1320,0.19727479182437546,pvalloc_LRG3_max_sAs6p0
6,0.0,53229346.91451659,178425672.765555,53229346.91451659,18854.558000728906,1788,0.2875094625283876,pvalloc_LRG3_max_sAs6p0
7,6149.108107991028,68438286.3377982,172610062.942964,68444435.44590618,23689.620854529578,2388,0.4080242240726722,pvalloc_LRG3_max_sAs6p0
8,57307.639874672095,87652976.87754567,165720250.31040296,87710284.51742035,29593.325750437773,3127,0.5658339641685591,pvalloc_LRG3_max_sAs6p0
9,465699.83984564536,111898341.80772673,158357960.0969933,112364041.64757237,36732.53463576077,4304,0.7830431491294474,pvalloc_LRG3_max_sAs6p0
10,3049789.334675651,141330374.66998625,151098043.82940176,144380164.0046619,34545.0187750029,4153,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
11,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
12,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
13,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
14,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
15,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
16,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
17,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
18,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
19,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
20,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
21,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
22,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
23,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
24,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
25,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
26,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
27,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
28,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
29,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
30,8013270.768196577,165783053.24553785,144714605.08638486,173796324.01373443,0.0,0,0.9926318445622003,pvalloc_LRG3_max_sAs6p0
1,0.0,15683393.10845874,196046866.6249545,15683393.10845874,5728.845323415029,361,0.018218521322230632,pvalloc_LRG3_max_sAs8p0
2,0.0,19413808.95187115,193279865.1196569,19413808.95187115,7301.841906527987,550,0.04597527125914711,pvalloc_LRG3_max_sAs8p0
3,0.0,24984655.203928247,190510124.40477222,24984655.203928247,9300.315538521072,724,0.08251324753974262,pvalloc_LRG3_max_sAs8p0
4,0.0,32266424.434699405,187247760.94709864,32266424.434699405,11801.453040752454,970,0.13146606106484987,pvalloc_LRG3_max_sAs8p0
5,0.0,41630762.79571165,183227380.27203548,41630762.79571165,14958.88861454526,1321,0.19813272773151652,pvalloc_LRG3_max_sAs8p0
6,0.0,53282248.73995572,178355678.81643534,53282248.73995572,18854.03572605818,1781,0.2880141307090588,pvalloc_LRG3_max_sAs8p0
7,4881.937382282917,68490473.06349146,172526988.84485653,68495355.00087376,23691.714657001557,2349,0.4065606863487257,pvalloc_LRG3_max_sAs8p0
8,64525.140587395945,87682827.61976832,165755299.77010158,87747352.76035571,29598.2795293964,3155,0.565783497350492,pvalloc_LRG3_max_sAs8p0
9,420948.4182678967,112305845.51246873,158399671.8823064,112726793.93073662,36724.18448942848,4253,0.7804188745899571,pvalloc_LRG3_max_sAs8p0
10,2970034.7876135046,141715290.3271678,151024720.55026227,144685325.11478132,32472.944019350474,3953,0.979914206409286,pvalloc_LRG3_max_sAs8p0
11,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
12,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
13,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
14,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
15,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
16,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
17,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
18,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
19,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
20,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
21,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
22,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
23,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
24,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
25,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
26,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
27,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
28,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
29,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
30,7833935.275919017,165085368.29751158,144968379.46818537,172919303.57343063,0.0,0,0.979914206409286,pvalloc_LRG3_max_sAs8p0
1,0.0,15677442.007890085,196047825.61127257,15677442.007890085,5726.915634458028,346,0.017461519051223822,pvalloc_LRG3_max_sBs0p4
2,0.0,19458930.275605407,193302430.5424161,19458930.275605407,7302.839733750232,509,0.04314912944738834,pvalloc_LRG3_max_sBs0p4
3,0.0,25008869.43510975,190555565.55840912,25008869.43510975,9291.777042075195,701,0.07852636891244007,pvalloc_LRG3_max_sBs0p4
4,0.0,32287179.10425805,187287608.8503585,32287179.10425805,11804.16687840435,949,0.1264193792581378,pvalloc_LRG3_max_sBs0p4
5,0.0,41517224.37502188,183216462.68433905,41517224.37502188,14943.501146546265,1285,0.1912692404743881,pvalloc_LRG3_max_sBs0p4
6,0.0,53416794.18264998,178222343.84311372,53416794.18264998,18862.85167775935,1792,0.2817057784506687,pvalloc_LRG3_max_sBs0p4
7,2.1536911822215075,68512849.68683308,172244662.47236115,68512851.84052427,23691.892261400713,2336,0.399596265455463,pvalloc_LRG3_max_sBs0p4
8,17874.568974133836,88011285.03174128,165259026.90926263,88029159.60071543,29593.217397468576,3153,0.5587181428210951,pvalloc_LRG3_max_sBs0p4
9,286899.8871569515,112979267.2983905,157942817.2809951,113266167.18554743,36731.09336965421,4289,0.7751703255109765,pvalloc_LRG3_max_sBs0p4
10,2899130.284051518,143490932.6584472,150679485.77910736,146390062.9424987,25374.39261990162,3094,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
11,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
12,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
13,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
14,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
15,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
16,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
17,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
