n_iter,feedin_atnode_loss_kW,demand_atnode_kW,feedin_atnode_kW,TotalPower,n_EGID_pvinst,ratio_EGID_pvinst,scen
8,6286062.8957127035,121943285.33588128,125623968.34734347,8438.096169814758,1078,1.0,pvalloc_29nbfs_LRG2_max
9,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
10,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
11,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
12,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
13,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
14,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
15,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
16,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
17,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
18,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
19,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
20,8013247.702566296,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
1,0.0,156451523.61782408,12137323.446961088,11521.535070644752,592,0.042033513206475435,pvalloc_29nbfs_LRG2_max_1hll
2,0.0,151617566.9394408,20685646.026317794,12807.163032746008,879,0.10444476001136041,pvalloc_29nbfs_LRG2_max_1hll
3,0.0,146702159.20263007,30713470.098948214,15553.125070266367,1257,0.1936949730190287,pvalloc_29nbfs_LRG2_max_1hll
4,47.791596126637785,140931455.25497422,42847284.441340946,18334.949876920335,1682,0.31312127236580517,pvalloc_29nbfs_LRG2_max_1hll
5,26714.068700335098,135295077.9523054,58217318.46806724,21136.976144175158,2288,0.4755751207043454,pvalloc_29nbfs_LRG2_max_1hll
6,448494.3521005931,130486129.78332053,78170632.33949831,23962.383856277862,2871,0.6794234592445328,pvalloc_29nbfs_LRG2_max_1hll
7,2185840.1192106614,126114690.46745439,101038783.38430846,26824.39566735193,3433,0.9231752343084351,pvalloc_29nbfs_LRG2_max_1hll
8,6280836.4134743735,121940644.85350117,125620346.39968409,8461.165831729631,1082,1.0,pvalloc_29nbfs_LRG2_max_1hll
9,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
10,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
11,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
12,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
13,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
14,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
15,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
16,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
17,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
18,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
19,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
20,8016210.859452151,120644499.85959835,132200086.01893564,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll
1,0.0,156452530.60661465,12132724.597796228,11524.466623909058,592,0.042033513206475435,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
2,0.0,151629144.5101159,20707889.898576804,12810.69855152738,866,0.10352172678216416,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
3,0.0,146788756.58574286,30713748.71369825,15562.831012667153,1264,0.19326895768247657,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
4,44.354427635808975,140981190.66709986,42873092.33185143,18333.066012160918,1676,0.3122692416927009,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
5,34062.50413163396,135338478.40307158,58173924.38440806,21134.50281625041,2224,0.4701789264413519,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
6,366289.7811799282,130614918.32833979,77906494.00746189,23965.83668697544,2841,0.6718971882987788,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
7,2286163.550510724,126309617.98079538,100837665.04397753,26820.506608179363,3483,0.919199091167282,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
8,6646873.753501166,122006150.34742542,125522755.35752752,8454.097001230079,1138,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
9,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
10,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
11,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
12,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
13,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
14,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
15,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
16,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
17,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
18,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
19,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
20,8016322.785340309,120644464.21433221,132211150.93502285,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs2p0
1,0.0,156455120.44829997,12126246.807157148,11531.905189767975,591,0.041962510650383415,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
2,0.0,151676698.51908088,20719606.15896835,12818.277032652333,851,0.10238568588469185,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
3,0.0,146934121.3278084,30777410.001699366,15556.328279274663,1281,0.1933399602385686,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
4,34.204221840029845,141007667.12835312,42846708.61120778,18333.784628306435,1664,0.31148821357568873,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
5,34487.14167062235,135467237.32316875,58224323.04979099,21137.90478985095,2183,0.4664867935245669,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
6,291017.07755928586,130873712.03697065,77734616.80402109,23965.479844813748,2846,0.6685600681624538,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
7,2271713.723392965,126619960.70854321,100580392.3213885,26821.727344300027,3523,0.9187020732746379,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
8,6679429.845750842,122022163.3306464,125474563.67632459,8434.86108210515,1145,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
9,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
10,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
11,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
12,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
13,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
14,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
15,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
16,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
17,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
18,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
19,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
20,8016161.631384295,120644275.68955398,132202788.74556947,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs4p0
1,0.0,156453680.67504102,12123206.442244338,11520.104163719821,588,0.041749502982107355,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
2,0.0,151722852.63954532,20756985.853587173,12809.17876786468,849,0.10203067310423175,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
3,0.0,147015753.55298054,30754017.91759011,15557.247260910231,1280,0.19291394490201647,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
4,40.80035391082845,141135836.78253198,42844600.25747971,18332.36982781123,1661,0.3108491905708606,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
5,34428.511268714305,135723482.44720477,58282706.466931924,21134.987976613575,2187,0.46613178074410677,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
6,306236.1828340062,131252909.83407633,77555709.64424315,23970.227345220294,2836,0.6674950298210736,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
7,2402309.5715931226,126755258.86463916,100288629.267779,26825.17064891052,3537,0.9186310707185459,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
8,6679694.072624713,122019729.61094874,125467135.57881173,8447.442160056264,1146,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
9,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
10,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
11,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
12,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
13,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
14,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
15,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
16,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
17,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
18,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
19,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
20,8016346.506783886,120645090.22053066,132202108.50475143,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sAs6p0
1,0.0,156458887.3951876,12121782.220362794,11533.457549131137,583,0.04139449020164726,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
2,0.0,151740564.97604147,20763999.02881354,12805.994865588034,873,0.10337972166998012,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
3,0.0,146910938.37685585,30897251.017523423,15561.354584798626,1254,0.19241692700937232,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
4,422.5246160676702,141218480.87646613,43117309.66205332,18337.2014443423,1709,0.3137602953706333,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
5,8542.970052791576,135514332.53521645,58505186.13800485,21136.928442731303,2352,0.48075830729906277,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
6,130990.43889676529,130691424.37572703,78347451.62395321,23964.943909886984,2898,0.6865237148537348,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
7,706017.4081203039,126382012.15040101,100937260.42392613,26823.560336710063,3352,0.9245242828741834,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
8,5325775.5420400165,121952833.05986603,125486337.80657327,8420.05263658131,1063,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
9,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
10,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
11,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
12,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
13,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
14,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
15,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
16,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
17,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
18,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
19,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
20,8007179.674886296,120646128.68716718,132176431.31924765,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p4
1,0.0,156458724.56779432,12114019.180456,11538.907336755352,583,0.04139449020164726,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
2,0.0,151767424.70971748,20778528.495474152,12811.555628466176,870,0.10316671400170406,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
3,0.0,147055990.73360968,30970587.91526302,15556.677747918682,1247,0.19170690144845215,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
4,1253.972087394728,141517692.10531843,43303573.2460294,18336.117086423965,1762,0.31681340528259017,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
5,2971.612946412297,135879249.0714107,58960275.629763156,21135.63651959803,2391,0.4865805168986084,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
6,136848.1384336601,131133082.26829271,78801599.3552946,23962.393945195905,2983,0.698381141721102,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
7,495886.3110551293,126868463.16673133,100774516.81939559,26821.974642844627,3181,0.9242402726498153,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
8,5127445.322529709,121958299.31149973,125392812.81656061,8424.55420423157,1067,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
9,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
10,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
11,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
12,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
13,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
14,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
15,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
16,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
17,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
18,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
19,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
20,8013913.526957601,120644475.21105812,132182266.73229392,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p6
1,0.0,156459587.78835133,12116394.034445483,11518.517024499304,581,0.04125248508946322,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
2,0.0,151779150.40104464,20765770.22263062,12817.177449014489,870,0.10302470888952002,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
3,0.0,147053827.80550975,30983276.393273097,15561.170665439058,1247,0.1915648963362681,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
4,1251.4743045770954,141521511.78106874,43281660.49329692,18328.18878651725,1762,0.3166714001704061,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
5,2950.2958660456075,135884390.2183015,58933403.899548605,21132.407434012468,2392,0.4865095143425163,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
6,136304.0723113725,131142942.86265379,78783660.83989406,23962.470380031646,2982,0.6982391366089179,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
7,496008.690067234,126869026.3612225,100770887.1935054,26827.17054836203,3181,0.9240982675376314,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
8,5125314.11613392,121957438.89227486,125387896.06913859,8444.59806353569,1069,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
9,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
10,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
11,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
12,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
13,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
14,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
15,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
16,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
17,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
18,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
19,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
20,8013050.427648395,120643555.13236356,132187651.43570304,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
1,0.0,156460817.61091954,12089463.013572918,11539.684552999424,585,0.0415364953138313,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
2,0.0,151722677.6571595,20722987.22670545,12822.44253879109,859,0.10252769099687589,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
3,0.0,147008299.16374937,30922334.36143442,15559.743294497192,1258,0.1918489065606362,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
4,34.19645252378473,141229071.66050243,43022589.08511815,18338.90848153546,1701,0.31262425447316106,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
5,7613.641641935656,135532667.83472046,58331724.478408284,21138.75202938987,2287,0.4750071002556092,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
