n_iter,feedin_atnode_loss_kW,feedin_atnode_taken_kW,demand_atnode_kW,feedin_atnode_kW,TotalPower,n_EGID_pvinst,ratio_EGID_pvinst,scen
6,450569.41386225866,77727247.15773797,130482538.33170684,78177816.57160023,23965.5565805924,2871,0.6796364669128089,pvalloc_29nbfs_LRG2_max
7,2183924.0657519856,98842566.50237976,126117061.87515667,101026490.56813174,26822.540039813382,3434,0.9234592445328031,pvalloc_29nbfs_LRG2_max
8,6286062.8957127035,119337905.45163077,121943285.33588128,125623968.34734347,8438.096169814758,1078,1.0,pvalloc_29nbfs_LRG2_max
9,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
10,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
11,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
12,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
13,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
14,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
15,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
16,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
17,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
18,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
19,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
20,8013247.702566296,124165212.19460578,120649430.17721693,132178459.89717206,0.0,0,1.0,pvalloc_29nbfs_LRG2_max
1,0.0,12111123.243812956,156459284.2360147,12111123.243812956,5762.746886630953,263,0.018673672252201078,pvalloc_29nbfs_LRG2_max_epzb0_50
2,0.0,16236690.09745136,153893533.21036407,16236690.09745136,6410.171254806155,367,0.04473161033797217,pvalloc_29nbfs_LRG2_max_epzb0_50
3,0.0,21173918.88483113,151388033.4381581,21173918.88483113,7782.10114623373,505,0.08058790116444192,pvalloc_29nbfs_LRG2_max_epzb0_50
4,0.0,27285812.101323765,148503232.79553717,27285812.101323765,9168.51681601139,705,0.13064470320931554,pvalloc_29nbfs_LRG2_max_epzb0_50
5,0.0,34491301.237988114,144921144.8045726,34491301.237988114,10565.972577918881,871,0.19248792956546434,pvalloc_29nbfs_LRG2_max_epzb0_50
6,41.22688377447156,42669347.24761337,141017360.59166545,42669388.47449714,11994.48177227742,1073,0.26867367225220107,pvalloc_29nbfs_LRG2_max_epzb0_50
7,10711.221724017292,52504803.443782054,137158154.75803334,52515514.66550607,13419.258644002946,1338,0.3636750923033229,pvalloc_29nbfs_LRG2_max_epzb0_50
8,50623.25912135043,64461005.77384707,133571328.58528937,64511629.03296843,15238.074536239608,1690,0.48366941209883557,pvalloc_29nbfs_LRG2_max_epzb0_50
9,498002.5451033559,78553589.39470677,130302418.90286049,79051591.93981014,17087.957380217653,2027,0.6275915932973587,pvalloc_29nbfs_LRG2_max_epzb0_50
10,1655544.1819741474,93750044.87647568,127146647.80555773,95405589.05844983,18953.29033089601,2371,0.7959386537915365,pvalloc_29nbfs_LRG2_max_epzb0_50
11,4030427.734231849,109026831.77748154,123989418.24916704,113057259.5117134,20827.918316669944,2708,0.9882135756887248,pvalloc_29nbfs_LRG2_max_epzb0_50
12,7852165.350586223,123526428.96498027,120865576.93893328,131378594.3155665,1380.1622924964652,166,1.0,pvalloc_29nbfs_LRG2_max_epzb0_50
13,8014495.688230507,124173730.18112308,120643040.12945601,132188225.86935358,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_50
14,8014495.688230507,124173730.18112308,120643040.12945601,132188225.86935358,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_50
15,8014495.688230507,124173730.18112308,120643040.12945601,132188225.86935358,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_50
16,8014495.688230507,124173730.18112308,120643040.12945601,132188225.86935358,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_50
17,8014495.688230507,124173730.18112308,120643040.12945601,132188225.86935358,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_50
18,8014495.688230507,124173730.18112308,120643040.12945601,132188225.86935358,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_50
19,8014495.688230507,124173730.18112308,120643040.12945601,132188225.86935358,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_50
20,8014495.688230507,124173730.18112308,120643040.12945601,132188225.86935358,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_50
1,0.0,12117219.144885791,156455450.08501562,12117219.144885791,8639.88737564551,421,0.02989207611474013,pvalloc_29nbfs_LRG2_max_epzb0_75
2,0.0,18441095.435707577,152756081.42600396,18441095.435707577,9612.63013464143,598,0.07235160465776767,pvalloc_29nbfs_LRG2_max_epzb0_75
3,0.0,25945796.700033832,149118612.76506183,25945796.700033832,11674.900686785342,884,0.13511786424311276,pvalloc_29nbfs_LRG2_max_epzb0_75
4,0.0,35156980.7489898,144632526.0773624,35156980.7489898,13753.95436582288,1154,0.21705481397330303,pvalloc_29nbfs_LRG2_max_epzb0_75
5,2371.6695250805565,45898403.021769404,139684505.12466046,45900774.69129449,15850.89150841357,1481,0.32220959954558365,pvalloc_29nbfs_LRG2_max_epzb0_75
6,28649.175810425855,59391825.04842199,134968579.81288248,59420474.22423242,17977.35782933655,1947,0.46045157625674527,pvalloc_29nbfs_LRG2_max_epzb0_75
7,351312.39100542373,76002718.56399265,130853342.45613793,76354030.95499805,20118.627930353,2376,0.6291536495313831,pvalloc_29nbfs_LRG2_max_epzb0_75
8,1678970.8813439673,93953424.45692807,127101615.43581949,95632395.33827205,22857.469182425648,2870,0.8329309855154785,pvalloc_29nbfs_LRG2_max_epzb0_75
9,4695208.6960066985,112167326.95499049,123374807.01236965,116862535.65099718,18112.425124982106,2353,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
10,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
11,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
12,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
13,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
14,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
15,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
16,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
17,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
18,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
19,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
20,8014958.6526811905,124184862.18699442,120643500.62916292,132199820.83967562,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_epzb0_75
1,0.0,12135989.95933738,156451975.93381608,12135989.95933738,11539.27164373367,591,0.041962510650383415,pvalloc_29nbfs_LRG2_max_sAs4p0
2,0.0,20728618.947922863,151667822.77855882,20728618.947922863,12806.071029483037,852,0.10245668844078387,pvalloc_29nbfs_LRG2_max_sAs4p0
3,0.0,30794895.22136912,146935745.6637542,30794895.22136912,15559.774247914642,1281,0.1934109627946606,pvalloc_29nbfs_LRG2_max_sAs4p0
4,34.46812028773013,42847112.7249067,141015893.38600123,42847147.19302699,18337.745353993174,1665,0.3116302186878728,pvalloc_29nbfs_LRG2_max_sAs4p0
5,34543.6569267827,58186507.49763151,135470453.37419698,58221051.1545583,21132.892109153476,2183,0.46662879863675094,pvalloc_29nbfs_LRG2_max_sAs4p0
6,293701.4118573242,77444272.13830669,130872258.02520777,77737973.55016401,23967.12666645421,2845,0.6686310707185459,pvalloc_29nbfs_LRG2_max_sAs4p0
7,2271994.3482406717,98299267.19327633,126617525.89359072,100571261.541517,26827.19383245021,3525,0.918915080942914,pvalloc_29nbfs_LRG2_max_sAs4p0
8,6681017.145660773,118789863.95934159,122020178.40617698,125470881.10500236,8410.918363148974,1142,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
9,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
10,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
11,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
12,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
13,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
14,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
15,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
16,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
17,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
18,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
19,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
20,8013241.420413144,124175123.21327811,120645615.45734277,132188364.63369128,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sAs4p0
1,0.0,12127787.137496369,156456831.83468547,12127787.137496369,11521.028759732628,582,0.04132348764555524,pvalloc_29nbfs_LRG2_max_sBs0p8
2,0.0,20768356.470727395,151780352.98172826,20768356.470727395,12806.210109778787,868,0.102953706333428,pvalloc_29nbfs_LRG2_max_sBs0p8
3,0.0,30991147.83406829,147057773.416923,30991147.83406829,15557.349298739126,1247,0.1914938937801761,pvalloc_29nbfs_LRG2_max_sBs0p8
4,1256.4013584534587,43289826.4960971,141513972.80563596,43291082.89745555,18334.58967981838,1760,0.3164583925021301,pvalloc_29nbfs_LRG2_max_sBs0p8
5,2890.231347335238,58925488.240136325,135896856.0835831,58928378.47148366,21131.92805400349,2391,0.48622550411814824,pvalloc_29nbfs_LRG2_max_sBs0p8
6,135997.7101299505,78640624.22841302,131150477.11648373,78776621.93854296,23967.197761615338,2983,0.6980261289406419,pvalloc_29nbfs_LRG2_max_sBs0p8
7,483247.91649913305,100271951.96900646,126870279.38912539,100755199.8855056,26825.200972854378,3181,0.9238852598693553,pvalloc_29nbfs_LRG2_max_sBs0p8
8,5116766.376536482,120251553.92312875,121961718.99210812,125368320.29966524,8458.086584419829,1072,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
9,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
10,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
11,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
12,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
13,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
14,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
15,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
16,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
17,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
18,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
19,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
20,8016022.529363113,124177540.96315485,120643827.3306859,132193563.49251798,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sBs0p8
1,0.0,12124972.753349284,156455062.0194304,12124972.753349284,11531.27988297419,582,0.04132348764555524,pvalloc_29nbfs_LRG2_max_sCs2p8
2,0.0,20783984.28950045,151794635.81601012,20783984.28950045,12805.18014187748,858,0.10224368077250781,pvalloc_29nbfs_LRG2_max_sCs2p8
3,0.0,31082990.94031812,147167591.4471187,31082990.94031812,15556.703497112423,1254,0.19128088611190003,pvalloc_29nbfs_LRG2_max_sCs2p8
4,746.8321789066442,43259341.92289437,141511557.80560705,43260088.75507328,18329.841199362014,1727,0.31390230048281736,pvalloc_29nbfs_LRG2_max_sCs2p8
5,929.5461195117355,58826855.761813514,135981941.84825832,58827785.307933025,21138.17275590004,2340,0.48004828173814257,pvalloc_29nbfs_LRG2_max_sCs2p8
6,108505.29108548201,78345841.32760474,131323038.04649396,78454346.61869024,23963.67872491906,3013,0.6939789832433968,pvalloc_29nbfs_LRG2_max_sCs2p8
7,342085.9505253489,100235881.3984858,126955475.41135362,100577967.34901114,26824.304555880713,3206,0.9216131780744107,pvalloc_29nbfs_LRG2_max_sCs2p8
8,5130209.483118241,120192810.52027602,122035674.53272372,125323020.00339426,8434.634142210258,1104,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
9,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
10,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
11,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
12,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
13,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
14,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
15,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
16,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
17,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
18,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
19,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
20,8009331.554884283,124167104.7109576,120646124.34524903,132176436.2658419,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs2p8
1,0.0,12101795.341536917,156459052.45695415,12101795.341536917,11524.1117806188,585,0.0415364953138313,pvalloc_29nbfs_LRG2_max_sCs4p4
2,0.0,20753325.57557193,151759349.84230545,20753325.57557193,12810.074278943668,849,0.10181766543595569,pvalloc_29nbfs_LRG2_max_sCs4p4
3,0.0,30908689.773735266,147072303.11174452,30908689.773735266,15557.093868096184,1263,0.1914938937801761,pvalloc_29nbfs_LRG2_max_sCs4p4
4,34.2895868682005,42981019.62001617,141243058.86111024,42981053.909603044,18330.416000420522,1690,0.31148821357568873,pvalloc_29nbfs_LRG2_max_sCs4p4
5,8543.05474751387,58314506.35378367,135676114.6155809,58323049.40853118,21136.847918887823,2252,0.4713859698949162,pvalloc_29nbfs_LRG2_max_sCs4p4
6,144970.47361195597,77816061.5465924,131171602.35574678,77961032.02020437,23963.98179000131,2895,0.6769383697813122,pvalloc_29nbfs_LRG2_max_sCs4p4
7,653363.6015983137,99990774.09215836,126714147.23230636,100644137.69375667,26827.72400371676,3434,0.9207611474013064,pvalloc_29nbfs_LRG2_max_sCs4p4
8,5456600.041379177,119864023.94142549,122056710.88031104,125320623.98280464,8441.608470855881,1116,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
9,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
10,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
11,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
12,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
13,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
14,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
15,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
16,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
17,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
18,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
19,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
20,8012669.296624556,124176667.55332376,120646777.72337584,132189336.84994832,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p4
1,0.0,12123180.172868602,156454314.92384857,12123180.172868602,11538.649522572094,585,0.0415364953138313,pvalloc_29nbfs_LRG2_max_sCs4p6
2,0.0,20806525.90544844,151773626.86348036,20806525.90544844,12811.977513130045,849,0.10181766543595569,pvalloc_29nbfs_LRG2_max_sCs4p6
3,0.0,31004824.8395344,147146453.69953474,31004824.8395344,15554.342111733884,1260,0.19128088611190003,pvalloc_29nbfs_LRG2_max_sCs4p6
4,34.348590574937816,43119798.39471155,141382305.68111497,43119832.74330212,18330.352452712985,1695,0.3116302186878728,pvalloc_29nbfs_LRG2_max_sCs4p6
5,698.4440954149022,58526517.08955463,135892940.7135894,58527215.53365003,21131.242670707892,2295,0.4745810849190571,pvalloc_29nbfs_LRG2_max_sCs4p6
6,149200.59725183816,78007581.78916702,131398362.63400058,78156782.38641885,23961.541697397643,2932,0.6827605793808577,pvalloc_29nbfs_LRG2_max_sCs4p6
7,318308.5005803767,100237680.32326105,126848288.93668573,100555988.82384144,26820.84527951706,3353,0.9208321499573985,pvalloc_29nbfs_LRG2_max_sCs4p6
8,5406968.575052725,119920799.23565462,122059721.28798491,125327767.81070736,8446.970336352582,1115,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
9,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
10,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
11,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
12,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
13,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
14,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
15,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
16,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
17,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
18,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
19,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
20,8016597.819034425,124178254.2692904,120647641.47242354,132194852.08832484,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs4p6
1,0.0,12126619.79098058,156456538.92047158,12126619.79098058,11533.64474498993,584,0.04146549275773928,pvalloc_29nbfs_LRG2_max_sCs6p8
2,0.0,20843730.737018995,151858952.19174635,20843730.737018995,12807.40974649807,845,0.1014626526554956,pvalloc_29nbfs_LRG2_max_sCs6p8
3,0.0,31018728.42264979,147303153.06329843,31018728.42264979,15562.5203639343,1262,0.19106787844362397,pvalloc_29nbfs_LRG2_max_sCs6p8
4,34.15318971316884,43286097.88914419,141639890.1768068,43286132.0423339,18329.555421945905,1707,0.3122692416927009,pvalloc_29nbfs_LRG2_max_sCs6p8
5,1107.7250098002023,58832197.82038082,136481823.1909433,58833305.54539062,21140.47220643591,2332,0.47784720249928997,pvalloc_29nbfs_LRG2_max_sCs6p8
6,187207.17564787366,77932666.05829349,132008530.1237944,78119873.23394138,23965.824287050957,2928,0.6857426867367226,pvalloc_29nbfs_LRG2_max_sCs6p8
7,346148.69370163867,100076432.22645,127125992.88017185,100422580.92015164,26826.82909387873,3303,0.9202641295086623,pvalloc_29nbfs_LRG2_max_sCs6p8
8,5364901.018642414,119908386.44034669,122057219.89139731,125273287.4589891,8435.50275804164,1123,1.0,pvalloc_29nbfs_LRG2_max_sCs6p8
9,8018754.180746116,124188085.7848289,120643768.17647713,132206839.96557504,0.0,0,1.0,pvalloc_29nbfs_LRG2_max_sCs6p8
