n_iter,feedin_atnode_loss_kW,demand_atnode_kW,feedin_atnode_kW,TotalPower,n_EGID_pvinst,ratio_EGID_pvinst,scen
25,638750.7993,390072132.9,61570179.09,0,0,0.866799205,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
26,638750.7993,390072132.9,61570179.09,0,0,0.866799205,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
27,638750.7993,390072132.9,61570179.09,0,0,0.866799205,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
28,638750.7993,390072132.9,61570179.09,0,0,0.866799205,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
29,638750.7993,390072132.9,61570179.09,0,0,0.866799205,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
30,638750.7993,390072132.9,61570179.09,0,0,0.866799205,pvalloc_29nbfs_LRG2_max_1hll_sBs0p8
1,0,474742953.3,7249974.775,11532.38965,543,0.038554388,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
2,0,465561813.8,11012931.08,12805.53392,822,0.096918489,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
3,0,455209659.2,15400106.9,15562.65149,1211,0.182902584,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
4,43.76080533,443459815.8,21445053.48,18328.68098,1676,0.301902869,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
5,43.76080533,430667537.4,29614325.32,21131.79636,2252,0.461800625,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
6,23722.67392,416700787.9,39719256,23967.85657,2916,0.668844078,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
7,359097.939,401913306,51762254.91,21132.91708,2902,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
8,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
9,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
10,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
11,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
12,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
13,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
14,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
15,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
16,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
17,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
18,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
19,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
20,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
21,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
22,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
23,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
24,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
25,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
26,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
27,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
28,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
29,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
30,709824.9296,389710333.8,62132744.95,0,0,0.874893496,pvalloc_29nbfs_LRG2_max_1hll_sC4p4
1,0,474742956.8,7252836.048,11534.04863,547,0.038838398,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
2,0,465578366.3,11019273.43,12810.79676,823,0.097273502,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
3,0,455322388.4,15426069.67,15564.39802,1213,0.183399602,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
4,11.66241095,443529431.7,21477522,18336.9472,1685,0.303038909,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
5,11.66241095,430744258,29690749.32,21135.38682,2263,0.463717694,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
6,19075.66744,416809946,39746578.63,23962.90657,2890,0.668915081,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
7,357845.5723,402002562.1,51730633.54,22915.54889,3125,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
8,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
9,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
10,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
11,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
12,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
13,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
14,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
15,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
16,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
17,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
18,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
19,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
20,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
21,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
22,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
23,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
24,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
25,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
26,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
27,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
28,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
29,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
30,981818.7107,388687259.7,63068592.09,0,0,0.890798069,pvalloc_29nbfs_LRG2_max_1hll_sC4p6
1,0,474748972.5,7248189.293,11537.55441,552,0.039193411,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
2,0,465608753.1,11014195.71,12818.39611,820,0.097415507,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
3,0,455352685.9,15433297.17,15557.75682,1226,0.184464641,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
4,1.44270498,443528931.8,21532266.14,18333.92742,1702,0.305310991,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
5,1.44270498,430861881,29785815.77,21142.705,2265,0.466131781,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
6,11947.60088,416919494.6,39793210.29,23961.62436,2870,0.669909117,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
7,352366.4175,402040930.2,51752223.98,22832.88148,3099,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
8,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
9,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
10,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
11,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
12,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
13,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
14,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
15,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
16,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
17,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
18,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
19,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
20,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
21,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
22,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
23,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
24,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
25,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
26,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
27,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
28,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
29,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
30,976230.9486,388728130.9,63060769.96,0,0,0.889946038,pvalloc_29nbfs_LRG2_max_1hll_sC4p8
1,0,474756916,7240484.181,11524.26388,541,0.038412383,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
2,0,465534182.7,10999260.2,12814.72152,827,0.097131497,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
3,0,455215945.1,15374207.86,15554.39817,1216,0.183470605,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
4,8.27675589,443227282.7,21345737.11,18336.49204,1704,0.304458961,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
5,8.27675589,430113710.8,29434506.23,21134.41582,2235,0.463149673,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
6,42831.78975,416053242,39449722.12,23965.30828,2949,0.672536211,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
7,230567.1742,401313741.9,51525909.67,19918.75909,2716,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
8,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
9,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
10,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
11,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
12,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
13,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
14,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
15,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
16,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
17,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
18,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
19,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
20,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
21,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
22,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
23,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
24,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
25,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
26,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
27,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
28,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
29,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
30,619792.0962,390235047,61531564.46,0,0,0.865379154,pvalloc_29nbfs_LRG2_max_1hll_sCs2p4
1,0,474753177.8,7238333.197,11531.66492,545,0.038696393,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
2,0,465546460.5,10997810.45,12815.57509,827,0.097415507,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
3,0,455210300.3,15381995.14,15564.97098,1224,0.184322636,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
4,7.99094833,443293410.2,21404913.42,18328.44909,1715,0.306092019,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
5,7.99094833,430204868.6,29490475.96,21137.95659,2243,0.465350753,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
6,22284.48377,416157959.3,39518295.23,23963.16039,2936,0.673814257,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
7,239317.2085,401409341.1,51494731.26,21326.15404,2891,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
8,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
9,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
10,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
11,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
12,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
13,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
14,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
15,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
16,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
17,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
18,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
19,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
20,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
21,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
22,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
23,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
24,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
25,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
26,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
27,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
28,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
29,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
30,892540.0304,389427982.8,62299830.76,0,0,0.879082647,pvalloc_29nbfs_LRG2_max_1hll_sCs2p6
1,0,474733495.6,7256469.624,11535.65072,549,0.038980403,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
2,0,465544878.4,11012645.53,12809.85907,825,0.097557512,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
3,0,455261748.8,15398226.67,15556.84842,1235,0.185245669,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
4,0,443332714.6,21492656.27,18331.50616,1729,0.308009088,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
5,6171.364356,430297833.4,29598469.09,21140.12182,2259,0.468403863,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
6,17481.44368,416356736.4,39612433.81,23961.48475,2885,0.673246237,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
7,274916.374,401384934.4,51487583.57,21963.41555,2970,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
8,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
9,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
10,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
11,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
12,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
13,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
14,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
15,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
16,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
17,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
18,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
19,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
20,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
21,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
22,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
23,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
24,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
25,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
26,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
27,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
28,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
29,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
30,941865.4407,389025327.8,62619596.97,0,0,0.884123828,pvalloc_29nbfs_LRG2_max_1hll_sCs2p8
1,0,474747705.6,7243521.574,11529.3548,542,0.038483385,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
2,0,465556661.6,11004771.8,12807.31548,825,0.097060494,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
3,0,455167265.6,15391226.43,15564.27509,1215,0.1833286,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
4,101.5868683,443304417.4,21396046.89,18331.44314,1687,0.303109912,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
5,101.5868683,430361599.6,29496749.42,21134.90451,2230,0.461445612,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
6,32852.3263,416330674.8,39551025.25,23968.15388,2948,0.670761147,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
7,290309.7821,401577822.4,51673240.58,20185.97595,2760,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
8,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
9,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
10,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
11,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
12,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
13,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
14,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
15,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
16,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
17,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
18,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
19,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
20,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
21,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
22,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
23,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
24,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
25,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
26,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
27,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
28,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
29,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
30,592449.9681,390147980.1,61689501.72,0,0,0.866728202,pvalloc_29nbfs_LRG2_max_1hll_sCs4p4
1,0,474776139.7,7224458.574,11525.12896,545,0.038696393,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
2,0,465568273.6,10985426.23,12809.92318,825,0.097273502,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
3,0,455291794.1,15385069.09,15559.85507,1219,0.183825618,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
4,0,443396294.6,21420150.85,18334.79789,1696,0.304245953,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
5,8393.884299,430473599.8,29561032.51,21131.5614,2251,0.464072707,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
6,24874.10702,416505010.9,39577983.6,23963.29994,2921,0.671471173,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
7,268767.8773,401668052.9,51637145.18,19700.88911,2685,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
8,571151.4264,390468549.7,61437363.91,0,0,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
9,571151.4264,390468549.7,61437363.91,0,0,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
10,571151.4264,390468549.7,61437363.91,0,0,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
11,571151.4264,390468549.7,61437363.91,0,0,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
12,571151.4264,390468549.7,61437363.91,0,0,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
13,571151.4264,390468549.7,61437363.91,0,0,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
14,571151.4264,390468549.7,61437363.91,0,0,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
15,571151.4264,390468549.7,61437363.91,0,0,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
16,571151.4264,390468549.7,61437363.91,0,0,0.862113036,pvalloc_29nbfs_LRG2_max_1hll_sCs4p6
