¨n_iter,feedin_atnode_loss_kW,demand_atnode_kW,feedin_atnode_kW,TotalPower,n_EGID_pvinst,ratio_EGID_pvinst,scen
20,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
21,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
22,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
23,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
24,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
25,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
26,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
27,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
28,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
29,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
30,903374.596441146,389321091.6342924,62328032.474887595,0.0,0.0,0.8797926725362113,pvalloc_29nbfs_30y5_max_1hll_sBs0p6
1,0.0,474752436.73185545,7249075.380715969,11538.227683470503,548.0,0.03890940073842658,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
2,0.0,465566782.00074124,11005366.626770094,12817.266809307052,829.0,0.09777051973871059,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
3,0.0,455210270.6590838,15387080.442626264,15557.054012332292,1239.0,0.18574268673672253,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
4,0.0,443239360.0500998,21461558.499783576,18332.21274587091,1755.0,0.3103521726782164,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
5,5217.892941729713,430070146.24525803,29535268.647687286,21140.12130335873,2250.0,0.47010792388525985,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
6,20354.49248083252,416110368.63233125,39513546.48236762,23965.984025511272,2900.0,0.6760153365521159,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
7,247097.42411290613,401228263.00548625,51458691.78393729,20004.913384546897,2687.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
8,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
9,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
10,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
11,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
12,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
13,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
14,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
15,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
16,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
17,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
18,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
19,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
20,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
21,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
22,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
23,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
24,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
25,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
26,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
27,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
28,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
29,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
30,638750.7993473643,390072132.9119806,61570179.089796774,0.0,0.0,0.8667992047713717,pvalloc_29nbfs_30y5_max_1hll_sBs0p8
1,0.0,474742953.28570724,7249974.7751326775,11532.389651007063,543.0,0.038554387957966486,pvalloc_29nbfs_30y5_max_1hll_sC4p4
2,0.0,465561813.7713919,11012931.080049038,12805.53392013158,822.0,0.09691848906560636,pvalloc_29nbfs_30y5_max_1hll_sC4p4
3,0.0,455209659.238207,15400106.900255501,15562.651487680385,1211.0,0.18290258449304175,pvalloc_29nbfs_30y5_max_1hll_sC4p4
4,43.76080532635899,443459815.75183034,21445053.47949119,18328.68098395965,1676.0,0.30190286850326614,pvalloc_29nbfs_30y5_max_1hll_sC4p4
5,43.76080532635899,430667537.4113641,29614325.32211309,21131.79635981815,2252.0,0.4618006248224936,pvalloc_29nbfs_30y5_max_1hll_sC4p4
6,23722.673923341354,416700787.9259855,39719255.9959847,23967.856570127093,2916.0,0.6688440783868219,pvalloc_29nbfs_30y5_max_1hll_sC4p4
7,359097.9390212575,401913306.0026096,51762254.91443633,21132.917075246503,2902.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
8,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
9,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
10,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
11,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
12,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
13,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
14,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
15,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
16,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
17,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
18,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
19,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
20,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
21,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
22,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
23,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
24,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
25,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
26,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
27,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
28,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
29,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
30,709824.9295604073,389710333.7657749,62132744.948484674,0.0,0.0,0.874893496165862,pvalloc_29nbfs_30y5_max_1hll_sC4p4
1,0.0,474742956.8327564,7252836.048363035,11534.048630053026,547.0,0.03883839818233457,pvalloc_29nbfs_30y5_max_1hll_sC4p6
2,0.0,465578366.34689003,11019273.428248053,12810.79675970583,823.0,0.09727350184606647,pvalloc_29nbfs_30y5_max_1hll_sC4p6
3,0.0,455322388.4168306,15426069.671451598,15564.398024478987,1213.0,0.1833996023856859,pvalloc_29nbfs_30y5_max_1hll_sC4p6
4,11.662410952037021,443529431.6573071,21477521.997831415,18336.947201217055,1685.0,0.3030389094007384,pvalloc_29nbfs_30y5_max_1hll_sC4p6
5,11.662410952037021,430744257.9966554,29690749.322418436,21135.386820969634,2263.0,0.46371769383697814,pvalloc_29nbfs_30y5_max_1hll_sC4p6
6,19075.66744266153,416809946.0066746,39746578.629999995,23962.90656744973,2890.0,0.668915080942914,pvalloc_29nbfs_30y5_max_1hll_sC4p6
7,357845.5722601991,402002562.0759601,51730633.542406,22915.548891202212,3125.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
8,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
9,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
10,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
11,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
12,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
13,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
14,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
15,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
16,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
17,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
18,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
19,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
20,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
21,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
22,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
23,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
24,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
25,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
26,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
27,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
28,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
29,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
30,981818.710691066,388687259.671583,63068592.08799631,0.0,0.0,0.8907980687304743,pvalloc_29nbfs_30y5_max_1hll_sC4p6
1,0.0,474748972.5128314,7248189.292763498,11537.554409428281,552.0,0.03919341096279466,pvalloc_29nbfs_30y5_max_1hll_sC4p8
2,0.0,465608753.05126905,11014195.70510553,12818.396111607137,820.0,0.09741550695825049,pvalloc_29nbfs_30y5_max_1hll_sC4p8
3,0.0,455352685.89814675,15433297.173992947,15557.756816208086,1226.0,0.18446464072706617,pvalloc_29nbfs_30y5_max_1hll_sC4p8
4,1.4427049799643896,443528931.7781709,21532266.143862315,18333.927423546964,1702.0,0.30531099119568306,pvalloc_29nbfs_30y5_max_1hll_sC4p8
5,1.4427049799643896,430861881.00656426,29785815.766118143,21142.704998760062,2265.0,0.46613178074410677,pvalloc_29nbfs_30y5_max_1hll_sC4p8
6,11947.600878206475,416919494.6049885,39793210.28530367,23961.624360920345,2870.0,0.6699091167282022,pvalloc_29nbfs_30y5_max_1hll_sC4p8
7,352366.4175083358,402040930.243959,51752223.97657375,22832.881483921214,3099.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
8,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
9,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
10,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
11,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
12,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
13,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
14,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
15,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
16,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
17,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
18,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
19,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
20,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
21,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
22,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
23,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
24,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
25,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
26,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
27,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
28,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
29,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
30,976230.948643984,388728130.8844635,63060769.95849063,0.0,0.0,0.88994603805737,pvalloc_29nbfs_30y5_max_1hll_sC4p8
1,0.0,474756916.0349023,7240484.180570264,11524.263880771128,541.0,0.038412382845782446,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
2,0.0,465534182.71581453,10999260.20499675,12814.721516299513,827.0,0.09713149673388242,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
3,0.0,455215945.11405766,15374207.861523692,15554.398171293275,1216.0,0.18347060494177792,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
4,8.276755889818844,443227282.72160727,21345737.11403067,18336.492038825836,1704.0,0.3044589605225788,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
5,8.276755889818844,430113710.80864,29434506.225609828,21134.41581511464,2235.0,0.463149673388242,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
6,42831.78974616545,416053242.0222042,39449722.119731605,23965.3082783449,2949.0,0.672536211303607,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
7,230567.1742160701,401313741.8866912,51525909.671026714,19918.75909279671,2716.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
8,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
9,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
10,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
11,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
12,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
13,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
14,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
15,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
16,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
17,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
18,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
19,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
20,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
21,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
22,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
23,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
24,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
25,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
26,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
27,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
28,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
29,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
30,619792.0961969893,390235047.03145015,61531564.46333065,0.0,0.0,0.8653791536495313,pvalloc_29nbfs_30y5_max_1hll_sCs2p4
1,0.0,474753177.8457603,7238333.197086571,11531.66491933528,545.0,0.03869639307015053,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
2,0.0,465546460.45638037,10997810.4488811,12815.575093761357,827.0,0.09741550695825049,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
3,0.0,455210300.32947594,15381995.144155098,15564.97097730777,1224.0,0.18432263561488213,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
4,7.990948330101503,443293410.1675694,21404913.417415496,18328.44908597681,1715.0,0.30609201931269525,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
5,7.990948330101503,430204868.6184234,29490475.960828293,21137.95659056285,2243.0,0.4653507526270946,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
6,22284.48377217509,416157959.3234151,39518295.22937422,23963.160391336343,2936.0,0.6738142573132633,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
7,239317.20850986734,401409341.0584027,51494731.25526184,21326.154037960445,2891.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
8,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
9,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
10,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
11,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
12,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
13,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
14,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
15,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
16,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
17,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
18,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
19,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
20,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
21,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
22,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
23,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
24,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
25,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
26,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
27,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
28,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
29,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
30,892540.0304466381,389427982.82219195,62299830.75547658,0.0,0.0,0.8790826469752911,pvalloc_29nbfs_30y5_max_1hll_sCs2p6
1,0.0,474733495.6007943,7256469.623960403,11535.650716736913,549.0,0.0389804032945186,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
2,0.0,465544878.35605925,11012645.525773805,12809.859074298094,825.0,0.09755751207043453,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
3,0.0,455261748.7978557,15398226.673220007,15556.848418165468,1235.0,0.1852456688440784,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
